user_id,R,F,M,RFMS,R1,F1,M1,RFM1,R2,F2,M2,RFMS2,R3,F3,M3,RFMS3,R4,F4,M4,RFM4
1728,3,1,2,312,1,1,1,111,1,1,1,111,2,3,4,234,1,1,1,111
1729,4,3,3,433,1,1,1,111,1,1,1,111,1,1,1,111,2,4,5,245
1730,2,5,4,254,2,5,4,254,2,5,5,255,1,5,5,155,1,1,1,111
1731,1,5,5,155,1,5,5,155,2,5,5,255,1,5,5,155,1,1,1,111
1732,1,3,4,134,1,4,4,144,1,1,1,111,1,3,4,134,1,2,3,123
1733,2,5,4,254,2,5,5,255,1,1,1,111,1,3,4,134,1,1,1,111
1734,2,4,4,244,1,1,1,111,1,4,5,145,1,5,5,155,1,1,1,111
1735,4,4,3,443,2,5,4,254,1,1,1,111,1,1,1,111,1,1,1,111
1736,4,3,4,434,1,1,1,111,1,1,1,111,1,1,1,111,3,5,5,355
1737,2,3,2,232,1,4,4,144,1,1,1,111,1,3,3,133,1,1,1,111
1738,1,1,1,111,1,1,1,111,1,1,1,111,1,1,1,111,1,2,3,123
1739,5,3,4,534,1,1,1,111,1,1,1,111,2,5,5,255,4,4,5,445
1740,2,3,4,234,1,4,5,145,1,1,1,111,1,3,4,134,1,1,1,111
1741,5,3,3,533,1,4,4,144,1,1,1,111,1,1,1,111,3,4,4,344
1742,2,5,5,255,2,5,5,255,1,5,5,155,1,4,4,144,1,1,1,111
1743,5,5,4,554,1,1,1,111,1,1,1,111,2,5,4,254,4,5,5,455
1744,5,5,5,555,1,1,1,111,1,1,1,111,3,5,5,355,4,5,5,455
1745,5,5,5,555,2,5,5,255,1,5,5,155,3,5,4,354,1,1,1,111
1746,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
1747,5,4,4,544,1,1,1,111,1,1,1,111,3,4,5,345,3,5,5,355
1748,1,3,3,133,1,1,1,111,1,5,5,155,1,3,4,134,1,1,1,111
1749,1,5,5,155,2,5,5,255,1,5,5,155,1,3,4,134,1,1,1,111
1750,4,4,4,444,2,4,4,244,1,5,5,155,1,1,1,111,3,4,5,345
1751,3,2,3,323,1,1,1,111,1,1,1,111,2,3,5,235,2,2,2,222
1752,3,4,3,343,1,4,4,144,1,1,1,111,1,1,1,111,2,4,3,243
1753,4,5,5,455,2,5,5,255,1,5,5,155,2,4,4,244,2,4,4,244
1754,5,5,4,554,1,5,4,154,1,5,5,155,1,1,1,111,1,1,1,111
1755,1,5,5,155,2,5,5,255,1,5,5,155,1,3,3,133,1,1,1,111
1756,2,5,4,254,3,5,4,354,2,5,5,255,1,5,5,155,1,1,1,111
1757,3,3,3,333,1,4,4,144,2,4,4,244,1,1,1,111,2,2,3,223
1758,5,1,1,511,1,1,1,111,2,4,4,244,1,1,1,111,1,1,1,111
1759,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
1760,2,4,5,245,2,4,5,245,1,4,5,145,1,3,5,135,1,1,1,111
1761,4,2,3,423,1,1,1,111,1,1,1,111,1,1,1,111,2,4,5,245
1762,4,5,5,455,1,5,5,155,2,4,4,244,3,4,4,344,3,4,3,343
1763,5,5,5,555,2,5,5,255,1,5,5,155,1,4,5,145,4,5,5,455
1764,5,5,3,553,2,5,4,254,1,1,1,111,1,1,1,111,1,1,1,111
1765,2,2,1,221,1,1,1,111,1,4,4,144,1,3,3,133,1,1,1,111
1766,1,4,5,145,2,4,5,245,1,5,5,155,1,4,4,144,1,1,1,111
1767,1,5,4,154,2,5,5,255,1,5,5,155,1,3,3,133,1,1,1,111
1768,1,3,3,133,1,4,4,144,1,1,1,111,1,3,4,134,1,1,1,111
1769,1,3,4,134,1,4,4,144,1,1,1,111,1,3,3,133,1,1,1,111
1770,1,5,5,155,2,5,5,255,1,1,1,111,1,5,4,154,1,1,1,111
1771,2,5,5,255,3,5,5,355,1,5,5,155,1,4,4,144,1,1,1,111
1772,2,5,5,255,3,5,5,355,1,5,5,155,1,4,5,145,1,1,1,111
1773,1,4,4,144,2,4,4,244,1,1,1,111,1,3,4,134,1,1,1,111
1774,1,4,4,144,1,4,4,144,1,1,1,111,2,5,5,255,1,4,4,144
1775,2,4,5,245,3,5,5,355,1,4,5,145,1,4,5,145,1,1,1,111
1776,4,2,3,423,1,1,1,111,1,1,1,111,2,3,4,234,2,2,4,224
1777,5,2,2,522,1,1,1,111,1,1,1,111,1,1,1,111,4,4,4,444
1778,1,5,5,155,2,5,5,255,1,5,5,155,1,3,4,134,1,1,1,111
1779,5,3,2,532,1,1,1,111,1,1,1,111,3,3,3,333,4,4,4,444
1780,2,5,5,255,2,5,5,255,1,5,5,155,1,5,4,154,1,1,1,111
1781,5,5,5,555,3,5,5,355,1,5,5,155,3,5,5,355,4,5,5,455
1782,1,3,4,134,1,1,1,111,1,1,1,111,2,4,5,245,1,2,4,124
1783,1,5,5,155,1,5,5,155,1,5,5,155,1,5,5,155,1,1,1,111
1784,2,1,1,211,1,1,1,111,1,1,1,111,2,3,3,233,1,1,1,111
1785,4,3,2,432,1,4,4,144,1,4,4,144,1,1,1,111,1,1,1,111
1786,4,2,3,423,1,3,4,134,1,1,1,111,1,1,1,111,2,2,4,224
1787,1,3,3,133,1,4,4,144,1,1,1,111,1,4,5,145,1,1,1,111
1788,2,3,3,233,1,4,4,144,1,1,1,111,2,3,4,234,1,1,1,111
1789,1,3,3,133,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
1790,4,4,4,444,2,4,5,245,1,5,5,155,1,3,3,133,2,2,4,224
1791,4,5,5,455,2,5,5,255,2,5,5,255,1,3,3,133,3,2,3,323
1792,2,2,2,222,1,1,1,111,1,1,1,111,1,3,4,134,1,2,3,123
1793,3,4,3,343,1,4,4,144,1,5,5,155,1,1,1,111,1,1,1,111
1794,4,5,5,455,3,5,5,355,1,5,5,155,1,1,1,111,1,1,1,111
1795,5,3,2,532,1,4,4,144,1,1,1,111,3,3,3,333,1,1,1,111
1796,2,5,5,255,1,5,5,155,1,5,5,155,1,5,4,154,1,1,1,111
1797,2,4,4,244,1,4,4,144,1,4,5,145,2,5,5,255,1,2,2,122
1798,1,5,5,155,3,5,5,355,2,5,5,255,1,3,3,133,1,1,1,111
1799,3,4,4,344,1,4,4,144,1,5,5,155,2,3,3,233,1,1,1,111
1800,2,5,5,255,3,5,5,355,2,5,5,255,1,4,5,145,1,1,1,111
1801,2,3,5,235,1,1,1,111,1,1,1,111,1,3,5,135,1,4,5,145
1802,2,2,2,222,1,1,1,111,1,1,1,111,2,4,4,244,1,1,1,111
1803,2,4,4,244,2,5,4,254,1,4,5,145,1,1,1,111,1,4,4,144
1804,1,4,4,144,1,4,4,144,1,4,5,145,1,4,5,145,1,1,1,111
1805,2,4,5,245,1,4,5,145,1,1,1,111,1,4,5,145,1,1,1,111
1806,4,3,3,433,1,1,1,111,1,1,1,111,1,1,1,111,3,4,4,344
1807,5,3,4,534,1,1,1,111,1,1,1,111,1,1,1,111,3,4,5,345
1808,1,3,3,133,1,4,4,144,1,4,5,145,1,4,4,144,1,1,1,111
1809,5,4,5,545,1,4,5,145,2,5,5,255,1,1,1,111,1,1,1,111
1810,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
1811,4,4,5,445,1,5,5,155,1,4,5,145,2,3,4,234,2,4,5,245
1812,1,3,3,133,1,4,4,144,1,1,1,111,1,3,3,133,1,1,1,111
1813,1,3,4,134,1,4,5,145,1,1,1,111,1,3,3,133,1,1,1,111
1814,5,4,4,544,1,4,5,145,1,5,5,155,1,1,1,111,1,1,1,111
1815,4,5,5,455,2,5,5,255,1,5,5,155,3,5,4,354,2,5,4,254
1816,2,1,1,211,1,1,1,111,1,1,1,111,1,1,1,111,1,2,3,123
1817,4,4,4,444,1,4,5,145,1,1,1,111,1,1,1,111,1,1,1,111
1818,2,5,5,255,3,5,5,355,2,5,5,255,1,4,5,145,1,1,1,111
1819,1,2,4,124,1,4,5,145,1,1,1,111,1,1,1,111,1,1,1,111
1820,3,4,4,344,1,5,5,155,1,1,1,111,1,1,1,111,1,1,1,111
1821,1,5,5,155,2,5,5,255,1,4,5,145,1,5,5,155,1,1,1,111
1822,3,5,4,354,1,4,4,144,2,5,5,255,3,4,3,343,2,4,4,244
1823,1,3,5,135,1,4,5,145,1,5,5,155,1,3,4,134,1,1,1,111
1824,3,4,5,345,3,5,5,355,1,4,4,144,1,1,1,111,1,1,1,111
1825,3,5,5,355,2,5,5,255,1,5,5,155,2,5,5,255,2,5,4,254
1826,1,4,5,145,2,5,5,255,1,1,1,111,1,3,4,134,1,1,1,111
1827,1,4,4,144,2,4,4,244,1,5,5,155,1,1,1,111,1,4,5,145
1828,3,2,3,323,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
1829,1,5,5,155,1,5,5,155,1,5,5,155,1,5,5,155,1,1,1,111
1830,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
1831,1,3,3,133,1,4,4,144,1,1,1,111,1,3,3,133,1,1,1,111
1832,1,4,4,144,2,4,5,245,1,1,1,111,2,4,4,244,1,2,3,123
1833,4,3,4,434,1,4,5,145,1,1,1,111,1,1,1,111,1,1,1,111
1834,3,5,5,355,2,5,5,255,1,5,5,155,2,4,5,245,2,2,5,225
1835,2,5,5,255,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
1836,3,3,3,333,1,4,4,144,1,1,1,111,1,1,1,111,2,2,3,223
1837,1,4,4,144,2,4,5,245,1,5,5,155,1,3,3,133,1,1,1,111
1838,5,3,3,533,1,4,4,144,2,4,4,244,1,3,4,134,3,2,3,323
1839,1,3,4,134,2,4,4,244,1,1,1,111,1,4,5,145,1,4,3,143
1840,2,3,2,232,1,4,4,144,1,1,1,111,1,3,4,134,1,1,1,111
1841,3,4,4,344,2,5,5,255,1,1,1,111,1,3,3,133,2,4,3,243
1842,5,3,3,533,1,1,1,111,1,1,1,111,2,4,3,243,3,4,4,344
1843,5,5,5,555,2,5,5,255,2,5,5,255,1,1,1,111,1,1,1,111
1844,4,5,5,455,1,5,5,155,1,5,5,155,3,5,5,355,3,5,5,355
1845,5,5,4,554,2,5,4,254,1,5,5,155,2,5,5,255,3,4,3,343
1846,1,5,5,155,3,5,5,355,1,5,5,155,1,5,5,155,1,1,1,111
1847,2,5,5,255,3,5,5,355,1,5,4,154,1,5,5,155,1,1,1,111
1848,4,2,3,423,2,4,4,244,1,1,1,111,1,1,1,111,1,1,1,111
1849,2,4,4,244,2,4,4,244,1,4,4,144,1,3,4,134,1,4,4,144
1850,1,1,2,112,1,1,1,111,1,1,1,111,1,1,1,111,1,2,4,124
1851,2,3,3,233,1,4,4,144,1,1,1,111,2,4,3,243,1,2,2,122
1852,2,5,4,254,3,5,5,355,1,5,5,155,2,5,5,255,1,1,1,111
1853,5,5,5,555,3,5,5,355,1,4,5,145,1,5,5,155,3,5,5,355
1854,4,5,5,455,2,5,5,255,2,5,5,255,3,5,4,354,2,5,5,255
1855,3,3,1,331,1,1,1,111,1,5,4,154,1,1,1,111,2,2,2,222
1856,2,5,4,254,2,5,5,255,1,5,5,155,2,4,4,244,1,1,1,111
1857,5,4,5,545,3,5,5,355,1,4,5,145,1,1,1,111,1,1,1,111
1858,2,5,5,255,2,5,5,255,1,5,5,155,2,5,5,255,1,1,1,111
1859,4,5,5,455,3,5,5,355,2,5,5,255,3,5,5,355,3,4,4,344
1860,4,3,3,433,1,1,1,111,1,1,1,111,1,1,1,111,3,5,5,355
1861,1,5,5,155,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
1862,1,4,5,145,2,5,5,255,1,1,1,111,2,3,5,235,1,2,4,124
1863,2,4,4,244,2,5,5,255,1,1,1,111,1,3,4,134,1,1,1,111
1864,5,4,3,543,1,1,1,111,1,1,1,111,3,4,3,343,4,5,5,455
1865,2,3,4,234,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
1866,2,5,4,254,1,5,5,155,2,5,5,255,1,3,4,134,1,1,1,111
1867,1,3,3,133,1,3,4,134,1,4,4,144,1,1,1,111,1,2,4,124
1868,2,1,1,211,1,1,1,111,1,1,1,111,2,3,3,233,1,1,1,111
1869,2,4,4,244,2,4,5,245,1,4,4,144,2,3,4,234,1,1,1,111
1870,5,5,5,555,1,1,1,111,1,1,1,111,3,5,4,354,4,5,5,455
1871,2,5,5,255,3,5,5,355,1,4,4,144,1,5,4,154,1,1,1,111
1872,2,3,4,234,1,1,1,111,1,1,1,111,2,4,5,245,1,2,4,124
1873,4,3,4,434,1,4,4,144,1,4,5,145,1,1,1,111,1,1,1,111
1874,3,5,5,355,2,5,5,255,2,5,5,255,1,5,5,155,2,2,3,223
1875,5,3,3,533,1,1,1,111,1,1,1,111,1,1,1,111,3,5,5,355
1876,5,3,3,533,1,1,1,111,1,1,1,111,2,3,4,234,3,5,5,355
1877,2,5,5,255,2,5,5,255,1,5,5,155,1,5,4,154,1,1,1,111
1878,5,3,3,533,1,1,1,111,1,1,1,111,3,3,3,333,4,5,5,455
1879,5,3,3,533,2,4,4,244,2,5,4,254,1,1,1,111,1,1,1,111
1880,4,5,5,455,1,5,5,155,1,1,1,111,1,3,4,134,3,5,5,355
1881,2,5,5,255,1,4,5,145,2,5,5,255,1,5,5,155,1,2,4,124
1882,4,1,3,413,1,1,1,111,1,4,5,145,1,1,1,111,1,1,1,111
1883,5,3,3,533,1,1,1,111,1,1,1,111,2,4,4,244,3,4,4,344
1884,1,3,3,133,1,4,4,144,1,1,1,111,1,3,4,134,1,1,1,111
1885,3,4,4,344,1,1,1,111,1,1,1,111,2,3,3,233,2,5,5,255
1886,3,5,5,355,3,5,5,355,1,4,4,144,2,5,5,255,2,4,4,244
1887,2,5,5,255,3,5,5,355,2,5,5,255,2,5,5,255,1,1,1,111
1888,1,4,4,144,2,4,5,245,1,1,1,111,1,5,4,154,1,1,1,111
1889,2,3,3,233,2,4,4,244,1,1,1,111,1,3,4,134,1,1,1,111
1890,5,4,3,543,1,1,1,111,1,1,1,111,1,1,1,111,4,5,5,455
1891,5,5,5,555,1,4,4,144,1,5,5,155,2,5,5,255,4,5,5,455
1892,5,3,3,533,1,1,1,111,2,4,5,245,1,3,3,133,3,4,4,344
1893,1,2,3,123,1,1,1,111,1,1,1,111,2,3,4,234,1,2,3,123
1894,2,5,5,255,3,5,5,355,1,5,5,155,2,5,5,255,1,1,1,111
1895,1,3,4,134,1,4,5,145,1,1,1,111,1,1,1,111,1,1,1,111
1896,5,4,5,545,1,4,4,144,2,5,5,255,1,4,5,145,4,4,5,445
1897,4,5,4,454,2,5,5,255,1,4,4,144,1,1,1,111,1,1,1,111
1898,3,2,2,322,1,1,1,111,1,1,1,111,1,1,1,111,2,4,4,244
1899,1,5,5,155,3,5,5,355,1,5,5,155,2,5,5,255,1,5,3,153
1900,2,3,3,233,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
1901,1,4,4,144,2,5,4,254,1,4,4,144,1,5,4,154,1,1,1,111
1902,5,4,5,545,2,4,5,245,1,1,1,111,2,5,5,255,3,5,4,354
1903,3,4,5,345,1,4,5,145,2,5,5,255,3,4,5,345,2,2,5,225
1904,3,5,5,355,2,5,5,255,1,1,1,111,2,5,5,255,1,1,1,111
1905,2,5,5,255,1,5,5,155,2,5,5,255,1,5,5,155,1,1,1,111
1906,1,3,3,133,3,4,4,344,1,1,1,111,1,4,4,144,1,1,1,111
1907,1,4,5,145,3,4,5,345,1,5,5,155,1,3,3,133,1,1,1,111
1908,2,5,5,255,2,5,5,255,2,5,5,255,1,4,4,144,1,1,1,111
1909,4,2,2,422,1,1,1,111,1,1,1,111,1,1,1,111,3,4,4,344
1910,5,4,3,543,2,5,4,254,2,5,4,254,1,1,1,111,1,1,1,111
1911,1,4,3,143,1,5,4,154,1,1,1,111,1,3,3,133,1,1,1,111
1912,2,1,1,211,1,3,4,134,1,1,1,111,1,1,1,111,1,1,1,111
1913,4,4,3,443,1,4,4,144,1,5,5,155,1,1,1,111,1,1,1,111
1914,5,5,5,555,3,5,5,355,1,5,5,155,1,5,5,155,4,5,4,454
1915,5,4,5,545,1,4,5,145,1,5,5,155,2,3,5,235,4,4,5,445
1916,4,4,4,444,1,4,4,144,1,1,1,111,2,5,5,255,2,5,4,254
1917,2,4,2,242,2,4,4,244,1,5,4,154,1,3,3,133,1,1,1,111
1918,1,3,4,134,1,4,4,144,1,1,1,111,1,3,4,134,1,1,1,111
1919,5,5,5,555,2,5,5,255,1,1,1,111,1,1,1,111,4,2,4,424
1920,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
1921,5,5,5,555,3,5,5,355,2,5,5,255,3,5,5,355,3,5,5,355
1922,1,4,4,144,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
1923,3,3,4,334,1,4,5,145,1,4,4,144,1,1,1,111,1,1,1,111
1924,1,5,5,155,3,5,5,355,2,5,5,255,1,4,4,144,1,1,1,111
1925,1,5,5,155,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
1926,2,5,5,255,3,5,5,355,1,5,5,155,1,4,5,145,1,1,1,111
1927,1,3,3,133,1,4,4,144,1,1,1,111,1,4,4,144,1,1,1,111
1928,1,5,5,155,3,5,5,355,1,5,5,155,1,4,5,145,1,1,1,111
1929,4,2,4,424,1,1,1,111,1,1,1,111,1,1,1,111,3,4,5,345
1930,5,3,2,532,2,4,4,244,1,1,1,111,3,5,4,354,1,1,1,111
1931,2,2,2,222,1,1,1,111,1,4,4,144,1,3,4,134,1,1,1,111
1932,5,1,1,511,1,1,1,111,1,1,1,111,3,3,3,333,1,1,1,111
1933,4,4,4,444,2,5,5,255,1,1,1,111,1,1,1,111,1,1,1,111
1934,2,5,5,255,2,5,5,255,2,5,5,255,1,4,5,145,1,1,1,111
1935,5,5,5,555,3,4,4,344,1,5,4,154,2,5,5,255,4,5,5,455
1936,5,5,5,555,3,5,5,355,2,5,5,255,3,5,5,355,4,5,5,455
1937,2,4,5,245,1,4,5,145,1,4,5,145,1,5,5,155,1,1,1,111
1938,5,5,5,555,2,5,5,255,2,5,5,255,3,5,5,355,4,5,4,454
1939,2,5,5,255,2,5,5,255,1,5,5,155,2,5,4,254,1,1,1,111
1940,4,4,4,444,3,4,4,344,1,5,5,155,1,4,3,143,2,4,3,243
1941,4,2,2,422,1,1,1,111,1,1,1,111,1,1,1,111,3,4,4,344
1942,4,3,4,434,1,1,1,111,1,1,1,111,2,3,4,234,3,5,5,355
1943,2,4,3,243,1,4,4,144,1,5,4,154,1,3,3,133,1,1,1,111
1944,2,1,1,211,1,1,1,111,1,1,1,111,1,1,1,111,1,2,2,122
1945,2,1,1,211,1,1,1,111,1,1,1,111,1,3,3,133,1,1,1,111
1946,3,1,2,312,1,3,4,134,1,1,1,111,1,1,1,111,1,1,1,111
1947,5,3,4,534,1,1,1,111,1,1,1,111,3,5,5,355,3,2,4,324
1948,4,3,3,433,1,4,4,144,1,4,4,144,1,1,1,111,1,1,1,111
1949,1,1,2,112,1,1,1,111,1,1,1,111,1,1,1,111,1,2,4,124
1950,5,5,5,555,2,5,5,255,1,5,5,155,1,1,1,111,1,1,1,111
1951,2,5,5,255,3,5,5,355,1,5,5,155,1,5,4,154,1,1,1,111
1952,1,5,5,155,2,5,5,255,1,5,5,155,1,3,5,135,1,1,1,111
1953,5,4,4,544,2,4,4,244,1,4,4,144,3,5,5,355,1,1,1,111
1954,1,1,1,111,1,1,1,111,1,1,1,111,1,3,3,133,1,1,1,111
1955,5,4,4,544,1,1,1,111,1,1,1,111,1,1,1,111,3,5,5,355
1956,5,4,4,544,1,1,1,111,1,1,1,111,3,4,5,345,3,5,5,355
1957,2,3,3,233,1,4,4,144,1,1,1,111,1,3,3,133,1,1,1,111
1958,4,2,3,423,1,1,1,111,1,1,1,111,3,3,4,334,3,2,4,324
1959,1,5,5,155,3,5,5,355,2,5,5,255,1,5,5,155,1,2,2,122
1960,5,3,4,534,1,3,4,134,1,1,1,111,1,4,4,144,3,4,4,344
1961,5,5,5,555,3,5,5,355,2,4,4,244,3,5,5,355,3,5,5,355
1962,5,5,4,554,2,4,4,244,1,5,5,155,2,5,4,254,3,5,5,355
1963,5,4,4,544,1,4,5,145,1,1,1,111,2,5,5,255,4,5,4,454
1964,5,3,4,534,1,4,4,144,1,1,1,111,1,1,1,111,4,4,5,445
1965,2,5,5,255,2,5,5,255,1,4,5,145,1,5,5,155,1,1,1,111
1966,3,3,2,332,1,1,1,111,1,1,1,111,3,3,3,333,2,4,3,243
1967,2,4,4,244,1,4,4,144,2,4,5,245,1,3,3,133,1,1,1,111
1968,2,5,5,255,2,5,5,255,1,5,5,155,1,4,4,144,1,1,1,111
1969,1,2,1,121,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
1970,1,5,5,155,3,5,5,355,1,1,1,111,1,3,5,135,1,1,1,111
1971,5,5,5,555,2,5,5,255,1,4,4,144,2,3,4,234,3,5,5,355
1972,2,5,5,255,2,5,5,255,1,5,5,155,1,4,4,144,1,1,1,111
1973,5,4,5,545,2,4,5,245,1,1,1,111,1,1,1,111,3,5,5,355
1974,2,3,2,232,1,1,1,111,1,1,1,111,3,3,3,333,1,4,3,143
1975,2,3,3,233,1,3,4,134,1,4,4,144,1,3,4,134,1,1,1,111
1976,5,5,5,555,2,5,5,255,2,5,5,255,1,1,1,111,1,1,1,111
1977,3,2,4,324,1,4,5,145,1,1,1,111,1,1,1,111,1,1,1,111
1978,2,5,5,255,2,5,5,255,2,5,5,255,1,5,5,155,1,1,1,111
1979,4,5,4,454,3,5,4,354,1,5,5,155,2,3,3,233,3,4,2,342
1980,4,4,5,445,2,5,5,255,1,1,1,111,1,1,1,111,1,1,1,111
1981,5,4,5,545,1,1,1,111,1,1,1,111,3,4,5,345,4,5,5,455
1982,5,4,4,544,1,4,5,145,1,1,1,111,1,1,1,111,4,2,3,423
1983,4,5,5,455,2,5,5,255,1,4,5,145,2,5,5,255,2,5,5,255
1984,5,1,1,511,1,1,1,111,2,4,4,244,1,1,1,111,1,1,1,111
1985,2,4,4,244,3,4,4,344,1,4,5,145,1,3,4,134,1,1,1,111
1986,1,4,4,144,2,5,5,255,2,4,4,244,1,3,3,133,1,1,1,111
1987,1,3,4,134,1,4,4,144,1,4,5,145,1,3,4,134,1,1,1,111
1988,2,4,5,245,2,5,5,255,1,4,5,145,1,5,5,155,1,1,1,111
1989,3,4,4,344,2,4,4,244,1,5,5,155,2,3,4,234,2,4,4,244
1990,3,5,5,355,2,5,5,255,1,5,5,155,2,5,5,255,2,2,4,224
1991,3,3,4,334,1,1,1,111,1,1,1,111,1,1,1,111,2,5,5,255
1992,1,4,5,145,1,5,5,155,2,5,5,255,1,3,4,134,1,1,1,111
1993,3,4,4,344,1,4,4,144,1,1,1,111,2,3,4,234,1,1,1,111
1994,5,5,5,555,2,5,5,255,1,5,5,155,2,5,5,255,3,5,5,355
1995,5,3,2,532,1,1,1,111,1,1,1,111,2,3,3,233,4,5,4,454
1996,1,3,3,133,2,4,4,244,1,1,1,111,1,3,4,134,1,1,1,111
1997,1,4,4,144,1,5,5,155,1,5,5,155,1,3,3,133,1,1,1,111
1998,2,5,5,255,2,5,5,255,1,4,5,145,1,5,5,155,1,1,1,111
1999,3,2,2,322,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
2000,3,5,5,355,1,5,5,155,1,5,5,155,2,5,5,255,2,5,5,255
2001,5,3,4,534,1,1,1,111,1,1,1,111,1,1,1,111,3,5,5,355
2002,1,3,4,134,1,4,4,144,1,4,4,144,1,3,3,133,1,2,4,124
2003,3,5,5,355,3,5,5,355,1,5,5,155,3,5,5,355,2,5,5,255
2004,5,4,5,545,3,4,5,345,1,1,1,111,2,3,4,234,4,2,4,424
2005,1,4,3,143,1,4,4,144,1,1,1,111,1,4,4,144,1,1,1,111
2006,2,4,4,244,1,4,4,144,1,5,5,155,1,4,4,144,1,1,1,111
2007,2,4,5,245,2,4,5,245,1,4,4,144,1,4,5,145,1,1,1,111
2008,2,5,5,255,2,5,5,255,1,4,4,144,1,5,4,154,1,1,1,111
2009,4,5,5,455,2,5,5,255,2,5,5,255,2,5,5,255,3,5,5,355
2010,4,5,5,455,1,4,5,145,2,5,5,255,2,5,5,255,2,4,5,245
2011,2,5,5,255,2,5,5,255,1,4,5,145,2,5,4,254,1,1,1,111
2012,5,1,1,511,1,1,1,111,1,1,1,111,1,1,1,111,4,2,2,422
2013,2,4,3,243,1,4,4,144,2,5,4,254,1,4,3,143,1,1,1,111
2014,4,3,3,433,1,1,1,111,1,1,1,111,3,3,4,334,3,4,4,344
2015,4,2,3,423,1,3,4,134,1,4,5,145,1,1,1,111,1,1,1,111
2016,5,3,2,532,3,4,4,344,1,5,5,155,1,1,1,111,1,1,1,111
2017,3,3,4,334,1,4,4,144,1,4,5,145,1,1,1,111,2,4,5,245
2018,5,5,4,554,1,5,4,154,1,4,5,145,2,5,5,255,4,5,4,454
2019,2,4,4,244,1,4,5,145,2,4,5,245,1,3,3,133,1,1,1,111
2020,3,2,3,323,1,3,4,134,1,4,5,145,1,1,1,111,1,1,1,111
2021,2,4,3,243,1,4,4,144,1,1,1,111,1,4,4,144,1,1,1,111
2022,5,5,5,555,2,5,5,255,1,4,5,145,1,4,5,145,4,5,5,455
2023,2,5,5,255,2,5,5,255,1,4,5,145,1,5,5,155,1,1,1,111
2024,3,3,5,335,1,4,5,145,1,1,1,111,1,1,1,111,1,1,1,111
2025,4,4,5,445,1,5,5,155,1,1,1,111,1,1,1,111,3,4,5,345
2026,4,1,4,414,1,1,1,111,1,1,1,111,1,1,1,111,2,2,5,225
2027,2,5,5,255,2,5,5,255,2,5,5,255,2,5,5,255,1,1,1,111
2028,5,5,5,555,2,5,5,255,1,4,5,145,2,5,5,255,4,5,5,455
2029,4,3,4,434,1,4,4,144,1,4,5,145,2,4,4,244,2,2,3,223
2030,2,5,5,255,3,5,5,355,2,5,5,255,1,5,5,155,1,1,1,111
2031,1,5,5,155,2,5,5,255,1,4,5,145,1,3,3,133,1,1,1,111
2032,3,2,1,321,1,1,1,111,1,1,1,111,1,1,1,111,2,4,3,243
2033,3,5,4,354,2,5,5,255,1,5,5,155,2,5,4,254,2,5,3,253
2034,5,2,2,522,1,1,1,111,1,1,1,111,1,1,1,111,4,4,3,443
2035,2,4,4,244,1,4,5,145,2,5,5,255,1,5,4,154,1,1,1,111
2036,1,3,2,132,1,4,4,144,1,4,4,144,1,3,3,133,1,1,1,111
2037,3,3,4,334,1,1,1,111,1,1,1,111,3,4,5,345,2,4,4,244
2038,2,5,5,255,2,5,5,255,1,5,5,155,1,5,5,155,1,1,1,111
2039,5,4,4,544,1,1,1,111,1,1,1,111,3,5,5,355,4,5,5,455
2040,5,3,3,533,1,1,1,111,1,1,1,111,1,1,1,111,3,5,5,355
2041,5,4,4,544,2,5,4,254,1,1,1,111,3,3,3,333,1,1,1,111
2042,5,5,4,554,2,5,4,254,1,5,5,155,1,1,1,111,1,1,1,111
2043,2,4,5,245,2,4,5,245,2,4,5,245,2,4,4,244,1,1,1,111
2044,5,5,5,555,1,4,4,144,1,4,4,144,1,5,5,155,4,5,4,454
2045,2,3,4,234,1,1,1,111,2,5,5,255,1,4,5,145,1,1,1,111
2046,2,1,1,211,1,1,1,111,1,1,1,111,2,3,3,233,1,1,1,111
2047,5,3,4,534,1,3,4,134,2,5,5,255,1,1,1,111,1,1,1,111
2048,5,1,1,511,1,1,1,111,1,1,1,111,3,3,3,333,1,1,1,111
2049,1,2,2,122,1,4,4,144,1,1,1,111,1,1,1,111,1,1,1,111
2050,5,5,4,554,2,5,4,254,1,5,4,154,1,1,1,111,3,5,4,354
